time_s,experiment_middle_C,experiment_T1_C,experiment_T2_C,paper_simulation_middle_C,paper_simulation_T1_C,paper_simulation_T2_C
883.0,55.76017670682731,55.33964658634538,55.63224096385542,55.52438554216867,55.43717447568049,55.4690281124498
884.0,55.7454109772423,55.36403212851405,55.60595983935743,55.540281742354026,55.43574297188755,55.49264257028112
885.0,55.768380187416334,55.64811244979919,55.402650602409636,55.54673463083102,55.42755020080322,55.52040160642571
886.0,55.79134939759036,55.69910040160643,55.28695582329318,55.553187519308,55.41977510040161,55.536048192771084
887.0,55.81431860776439,55.933943775100396,55.30727710843373,55.55964040778499,55.423726907630524,55.55217670682731
888.0,55.83728781793842,55.973991967871484,55.31927710843374,55.56609329626197,55.43972690763052,55.540192771084335
889.0,55.86025702811245,56.00917269076305,55.66790361445783,55.56836947791165,55.46356626506024,55.5284016064257
890.0,55.883226238286476,55.60409638554221,55.754779116465855,55.5681124497992,55.475903614457835,55.51622489959839
891.0,55.90619544846051,55.612,55.83889156626506,55.5722891566265,55.53633734939759,55.50401606425703
892.0,55.929164658634534,55.38208835341365,55.8855421686747,55.57945381526105,55.54016064257028,55.49627309236948
893.0,55.944722891566265,55.336273092369474,55.822923694779114,55.58398393574298,55.54016064257028,55.473654618473894
894.0,55.95021686746988,55.336594377510046,55.776433734939765,55.588353413654616,55.55580722891566,55.464273092369474
895.0,55.95526104417671,55.44369477911647,55.67911646586345,55.59542168674699,55.62048192771084,55.456305220883536
896.0,55.87700803212851,55.545558232931725,55.700257028112446,55.59985542168675,55.63253012048193,55.445959839357435
897.0,55.689759036144586,55.64742168674698,55.840497991967865,55.60101204819277,55.640562248995984,55.44779116465863
898.0,55.50251004016064,55.72088353413655,55.90093172690763,55.6070843373494,55.640562248995984,55.45781526104418
899.0,55.3616546184739,55.70195983935743,55.90160642570281,55.61244979919679,55.61758393574297,55.467871485943775
900.0,55.35140562248996,55.67510040160643,55.85100401606425,55.61164658634538,55.58642570281125,55.48313253012048
901.0,55.3823453815261,55.68962248995984,55.81238554216868,55.61244979919679,55.57804016064257,55.49142168674699
902.0,55.43481124497992,55.774088353413674,55.83082730923695,55.61646586345382,55.58032128514056,55.525317269076304
903.0,55.84586345381528,56.03114859437751,55.955967871485946,55.621477911646586,55.547164658634536,55.55574297188755
904.0,56.21273895582329,56.078088353413655,55.95002409638554,55.63040963855422,55.52008032128514,55.57164658634538
905.0,56.221124497991966,56.08232931726908,55.929718875502004,55.636891566265064,55.52120481927711,55.59012048192771
906.0,56.19477911646587,56.001847389558236,55.824112449799195,55.637490763052206,55.50118875502008,55.62896385542169
907.0,56.138570281124515,55.98318072289157,55.7206265060241,55.638089959839355,55.48518875502008,55.64332530120482
908.0,55.8599437751004,56.06244176706827,55.730297188755024,55.638689156626505,55.485317269076305,55.64859437751004
909.0,55.581317269076315,56.053092369477916,55.755646586345385,55.639288353413654,55.497236947791166,55.631534136546186
910.0,55.45983935742972,55.99317269076305,55.75333333333333,55.639887550200804,55.51863453815261,55.61646586345382
911.0,55.471887550200805,55.92923694779117,55.7474859437751,55.64048674698795,55.536144578313255,55.59037751004016
912.0,55.49527710843373,55.85147791164659,55.812706827309235,55.63898795180723,55.658297188755014,55.57386345381526
913.0,55.60027951807229,55.755389558232935,55.97473092369478,55.640562248995984,55.60736546184739,55.54819277108434
914.0,55.7656578313253,55.74607228915663,56.14889959839358,55.640562248995984,55.60441767068273,55.532128514056225
915.0,55.931036144578314,55.74642570281125,56.04441767068273,55.640562248995984,55.61244979919679,55.51076305220884
916.0,56.09641445783132,55.75921285140562,55.99037751004016,55.644578313253014,55.674875502008035,55.48978313253012
917.0,56.26179277108434,56.21273895582329,56.043068273092366,55.644578313253014,55.682843373493974,55.47355823293172
918.0,56.342538152610445,56.212803212851405,56.082522088353414,55.640562248995984,55.68875502008032,55.46404819277109
919.0,56.36746987951807,55.94575100401607,56.1686265060241,55.640562248995984,55.68875502008032,55.45983935742972
920.0,56.340803212851405,55.88056224899598,56.17903614457831,55.640562248995984,55.678795180722894,55.483293172690765
921.0,56.19999196787149,55.98370548862115,56.03455421686746,55.640562248995984,55.65685140562249,55.49627309236948
922.0,56.05918072289157,56.141493975903614,55.893734939759035,55.6383453815261,55.60261847389558,55.52547791164659
923.0,55.91836947791165,56.148128514056225,55.82237751004016,55.63481124497992,55.600401606425706,55.541349397590366
924.0,55.77755823293173,56.07269076305222,55.80187951807229,55.626843373493976,55.56933333333335,55.56425702811245
925.0,55.6367469879518,55.43574297188755,55.820481927710844,55.63253012048193,55.51847389558233,55.579518072289154
926.0,55.49593574297189,55.67269076305221,55.814184738955824,55.628605851979344,55.506489959839364,55.600401606425706
927.0,55.35512449799196,55.77444176706832,55.8280642570281,55.6114859437751,55.47294779116466,55.611389558232936
928.0,55.22951004016064,55.8801124497992,55.6194859437751,55.596385542168676,55.44377510040161,55.63513253012048
929.0,55.230923694779115,55.9016546184739,55.450265060240966,55.587115230151376,55.43040963855422,55.62048192771084
930.0,55.22690763052209,56.00907630522089,55.40506024096386,55.58434970651838,55.4370281124498,55.60313253012048
931.0,55.330373128879145,56.057172690763046,55.68123694779116,55.581584182885386,55.45546987951807,55.57142168674699
932.0,55.464375319459656,56.083228915662666,55.68072289156626,55.57881865925239,55.45582329317269,55.539004016064254
933.0,55.59837751004016,55.95124497991968,55.66867469879518,55.574120481927714,55.4685966724039,55.51243373493976
934.0,55.73237970062067,55.9859437751004,55.71118072289157,55.555196787148596,55.48914056224899,55.471887550200805
935.0,55.86638189120117,55.68907630522088,55.87863453815261,55.545301204819275,55.50706827309237,55.428674698795184
936.0,56.00038408178167,55.615566265060245,56.00290763052209,55.53122891566265,55.50671485943775,55.41428112449799
937.0,56.13438627236218,55.623662650602405,56.02995983935743,55.51924497991968,55.54266666666667,55.36110843373494
938.0,56.22735742971887,55.58032128514056,55.87706024096386,55.50726104417671,55.55220883534137,55.357285140562254
939.0,56.22951004016064,55.67320481927706,55.82578313253012,55.50330923694779,55.55150200803213,55.31243373493976
940.0,56.21341365461847,56.01807228915663,55.80714859437751,55.490682730923695,55.54626506024096,55.29453815261044
941.0,56.08001606425703,55.70195983935743,55.88843373493975,55.47934136546185,55.524096385542165,55.30608835341365
942.0,56.01694779116466,55.715839357429715,55.90006425702811,55.46684337349397,55.51102008032128,55.31073092369478
943.0,55.89710843373494,55.63696385542169,55.86726104417671,55.45090763052209,55.41341365461847,55.30722891566265
944.0,55.77726907630522,55.55220883534137,55.918827309236946,55.4349718875502,55.38314859437751,55.33495582329318
945.0,55.74,55.55012048192771,55.92538152610442,55.41935742971887,55.37373493975904,55.34738955823293
946.0,55.737140562249,55.62279518072289,55.90433734939759,55.403614457831324,55.298682730923694,55.351919678714864
947.0,55.494827309236946,55.66465863453815,55.89550200803213,55.403614457831324,55.266489959839355,55.37511646586346
948.0,55.47943229521861,55.87408835341364,55.84721285140563,55.365531459170015,55.22639357429719,55.37537349397591
949.0,55.49051178298098,56.1227469879518,55.687855421686756,55.34330923694779,55.18648995983936,55.39143775100402
950.0,55.50159127074335,56.102409638554214,55.62449799196787,55.32329317269076,55.15863453815261,55.3714859437751
951.0,55.51267075850572,56.13460240963855,55.748224899598405,55.312165232358,55.15060240963855,55.33579116465863
952.0,55.523750246268094,55.45569477911647,55.78928514056225,55.30103729202524,55.15461847389558,55.29983935742972
953.0,55.53482973403046,55.56515662650602,55.82012851405622,55.289909351692486,55.166666666666664,55.25942168674698
954.0,55.54590922179283,55.67567514502455,55.595550200803196,55.278781411359724,55.18160214190094,55.20888353413655
955.0,55.5569887095552,55.78619366354307,55.47815261044177,55.26369477911646,55.196781793842035,55.159919678714864
956.0,55.568068197317565,55.70520481927711,55.408016064257026,55.23246586345382,55.21196144578313,55.11198393574298
957.0,55.57914768507994,55.62989558232932,55.44419277108434,55.21084337349397,55.22714109772423,55.05155020080321
958.0,55.59022717284232,55.609461847389554,55.47786345381526,55.19127710843374,55.242320749665325,55.016112449799195
959.0,55.60130666060468,55.4918232931727,55.59124497991968,55.17929317269077,55.23208032128514,54.98366265060241
960.0,55.61238614836706,55.369986613119146,55.66176706827309,55.1544578313253,55.219518072289155,54.96714859437751
961.0,55.623465636129424,55.355421686746986,55.65591967871486,55.13996787148594,55.214859437751,54.96775903614458
962.0,55.6345451238918,55.35712449799197,55.54665060240964,55.12804819277108,55.17608032128514,54.96509236947791
